tag,total_companies,batches_excluded_from_stats,first_observed_batch,latest_observed_batch,n_batches_present,peak_batch,peak_count,peak_share_pct,earliest_year,earliest_year_count,earliest_year_share_pct,earliest_batch_share_pct,latest_full_batch,latest_count,latest_share_pct,count_change,count_change_vs_earliest_year_avg,pp_change,rolling3_latest_share_pct,mean_share_full_batches_pct,newly_appearing,peaked_then_declined,early_share_pct,late_share_pct,median_share_pct,cv_share,emergence_class,rank_latest,rank_earliest_year,rank_change
Remittances,6,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2017,Winter 2024,6,Winter 2017,1,0.862,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.094,True,False,0.0,0.0,0.0,2.252,Low-volume / mixed,146,6,-140
Remote,6,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2013,Winter 2021,5,Summer 2013,1,1.923,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.164,True,False,0.0,0.0,0.0,2.642,Low-volume / mixed,146,6,-140
Primary Care,8,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2015,Winter 2022,6,Summer 2015,1,0.962,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.116,True,False,0.0,0.0,0.0,2.264,Low-volume / mixed,146,6,-140
Proptech,84,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2008,Fall 2025,27,Winter 2022,14,3.518,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.657,1.254,True,True,1.591,0.685,1.28,0.72,Low-volume / mixed,146,6,-140
Psychedelics,1,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2020,Summer 2020,1,Summer 2020,1,0.478,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.015,False,False,0.0,0.0,0.0,5.568,Low-volume / mixed,146,6,-140
Quantum Computing,4,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2014,Summer 2024,4,Summer 2014,1,1.282,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.082,False,False,0.0,0.0,0.0,3.066,Low-volume / mixed,146,6,-140
Payments,146,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2008,Spring 2026,34,Summer 2022,15,6.41,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.429,2.257,True,True,2.349,0.343,1.696,0.671,Declining,146,6,-140
SEO,5,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2010,Spring 2026,5,Fall 2024,1,1.064,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.049,True,False,0.0,0.0,0.0,3.917,Low-volume / mixed,146,6,-140
SMS,7,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2012,Summer 2024,6,Summer 2014,1,1.282,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.139,True,False,0.0,0.0,0.0,2.416,Low-volume / mixed,146,6,-140
Computational Storage,1,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2018,Summer 2018,1,Summer 2018,1,0.763,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.024,False,False,0.0,0.0,0.0,5.568,Low-volume / mixed,146,6,-140
Cloud Gaming,2,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2015,Summer 2020,2,Summer 2015,1,0.962,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.045,False,False,0.0,0.0,0.0,4.1,Low-volume / mixed,146,6,-140
Cloud Workload Protection,5,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2011,Summer 2021,5,Summer 2011,1,1.667,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.105,True,False,0.834,0.0,0.0,3.047,Low-volume / mixed,146,6,-140
Coding Bootcamps,2,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2012,Summer 2012,2,Winter 2012,1,1.515,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.085,False,False,0.757,0.0,0.0,3.9,Low-volume / mixed,146,6,-140
Collaboration,44,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2006,Summer 2024,21,Winter 2012,3,4.545,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.834,True,False,3.939,0.0,0.403,1.35,Declining,146,6,-140
Commercial Space Launch,6,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2018,Summer 2022,6,Summer 2018,1,0.763,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.093,True,False,0.0,0.0,0.0,2.202,Low-volume / mixed,146,6,-140
Community,58,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2005,Winter 2025,22,Summer 2021,12,3.069,2005,1,11.111,11.111,Summer 2026,0,0.0,-1,-1.0,-11.111,0.0,0.822,False,True,0.0,0.0,0.54,1.165,Spiky,146,1,-145
Chat,6,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2009,Spring 2026,6,Summer 2017,1,0.8,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.201,0.072,True,False,0.0,0.0,0.0,2.789,Low-volume / mixed,146,6,-140
Chatbot,9,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2018,Summer 2023,8,Summer 2018,2,1.527,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.13,True,False,0.0,0.0,0.0,2.302,Low-volume / mixed,146,6,-140
Chatbots,3,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2016,Winter 2024,3,Winter 2017,1,0.862,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.065,False,False,0.0,0.0,0.0,3.258,Low-volume / mixed,146,6,-140
China,3,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2015,Summer 2018,3,Summer 2015,1,0.962,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.081,False,False,0.0,0.0,0.0,3.124,Low-volume / mixed,146,6,-140
Civic Tech,8,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2015,Summer 2024,6,Summer 2018,2,1.527,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.177,True,False,0.0,0.0,0.0,2.201,Low-volume / mixed,146,6,-140
Clean Meat,1,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2022,Winter 2022,1,Winter 2022,1,0.251,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.008,False,False,0.0,0.0,0.0,5.568,Low-volume / mixed,146,6,-140
Calendar,6,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2005,Summer 2021,6,Summer 2012,1,1.205,2005,1,11.111,11.111,Summer 2026,0,0.0,-1,-1.0,-11.111,0.0,0.11,False,False,0.0,0.0,0.0,2.611,Low-volume / mixed,146,1,-145
Call Center,9,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2022,Winter 2025,6,Summer 2024,3,1.21,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.137,True,False,0.0,0.0,0.0,2.349,Low-volume / mixed,146,6,-140
Cannabis,7,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2015,Summer 2019,5,Summer 2015,2,1.923,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.16,True,False,0.0,0.0,0.0,2.608,Low-volume / mixed,146,6,-140
Payroll,16,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2012,Winter 2026,13,Winter 2012,1,1.515,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.243,True,False,0.757,0.0,0.0,1.524,Low-volume / mixed,146,6,-140
Pediatrics,3,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2018,Winter 2022,3,Winter 2018,1,0.685,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.047,False,False,0.0,0.0,0.0,3.331,Low-volume / mixed,146,6,-140
Plant-based Meat,2,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2018,Summer 2018,1,Summer 2018,2,1.527,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.048,False,False,0.0,0.0,0.0,5.568,Low-volume / mixed,146,6,-140
Podcasts,7,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2017,Summer 2024,7,Winter 2017,1,0.862,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.115,True,False,0.0,0.0,0.0,2.034,Low-volume / mixed,146,6,-140
Weather,3,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2019,Winter 2021,3,Winter 2019,1,0.515,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.039,False,False,0.0,0.0,0.0,3.188,Low-volume / mixed,146,6,-140
Web Development,21,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2012,Spring 2026,16,Summer 2023,4,1.818,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.429,0.346,True,False,0.757,0.343,0.0,1.376,Low-volume / mixed,146,6,-140
Women's Health,15,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2012,Fall 2025,11,Winter 2012,1,1.515,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.228,0.275,True,False,0.757,0.343,0.0,1.605,Low-volume / mixed,146,6,-140
Transportation,37,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2011,Fall 2025,22,Winter 2016,4,3.279,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.228,0.72,True,False,0.834,0.343,0.685,1.086,Spiky,146,6,-140
Trust & Safety,3,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2022,Spring 2026,3,Summer 2023,1,0.455,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.022,False,False,0.0,0.0,0.0,4.042,Low-volume / mixed,146,6,-140
VR Health,2,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2016,Winter 2018,2,Summer 2016,1,0.98,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.052,False,False,0.0,0.0,0.0,3.937,Low-volume / mixed,146,6,-140
Vertical Farming,2,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2015,Winter 2018,2,Summer 2015,1,0.962,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.051,False,False,0.0,0.0,0.0,3.931,Low-volume / mixed,146,6,-140
Team Collaboration,14,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2013,Spring 2025,12,Spring 2025,2,1.399,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.273,True,False,0.0,0.0,0.0,1.585,Low-volume / mixed,146,6,-140
Telemedicine,30,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2011,Winter 2023,11,Winter 2017,2,1.724,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.374,True,False,0.0,0.0,0.0,1.596,Low-volume / mixed,146,6,-140
Ticketing,2,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2014,Summer 2016,2,Winter 2014,1,1.351,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.073,False,False,0.0,0.0,0.0,3.925,Low-volume / mixed,146,6,-140
Sustainable Agriculture,3,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2015,Winter 2020,3,Summer 2015,1,0.962,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.068,False,False,0.0,0.0,0.0,3.259,Low-volume / mixed,146,6,-140
3D Printing,12,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2012,Fall 2026,10,Summer 2013,1,1.923,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.201,0.318,True,False,0.0,0.0,0.0,1.788,Low-volume / mixed,146,6,-140
Anti-Aging,7,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2017,Summer 2021,4,Summer 2018,3,2.29,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.123,True,False,0.0,0.0,0.0,3.462,Spiky,146,6,-140
Apparel,4,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2012,Summer 2019,4,Summer 2014,1,1.282,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.112,False,False,0.0,0.0,0.0,2.872,Low-volume / mixed,146,6,-140
3D Printed Foods,1,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2018,Winter 2018,1,Winter 2018,1,0.685,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.021,False,False,0.0,0.0,0.0,5.568,Low-volume / mixed,146,6,-140
Art Trading Platforms,1,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2021,Summer 2021,1,Summer 2021,1,0.256,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.008,False,False,0.0,0.0,0.0,5.568,Low-volume / mixed,146,6,-140
